,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,season,team
5,2020-10-25,18:00,Bundesliga,Matchweek 5,Sun,Home,D,1,1,Hoffenheim,0.3,1.0,49.0,,Niklas Moisander,3-4-3,Daniel Schlager,Match Report,,5.0,2.0,23.7,2021,Werder Bremen
6,2020-10-31,15:30,Bundesliga,Matchweek 6,Sat,Away,D,1,1,Eint Frankfurt,0.8,2.0,29.0,,Niklas Moisander,3-4-3,Felix Brych,Match Report,,11.0,4.0,18.2,2021,Werder Bremen
7,2020-11-06,20:30,Bundesliga,Matchweek 7,Fri,Home,D,1,1,Köln,1.6,0.4,67.0,,Niklas Moisander,3-4-3,Florian Badstübner,Match Report,,16.0,3.0,22.5,2021,Werder Bremen
8,2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Away,D,1,1,Bayern Munich,1.7,1.7,30.0,,Theodor Gebre Selassie,3-4-3,Guido Winkmann,Match Report,,7.0,3.0,14.3,2021,Werder Bremen
9,2020-11-27,20:30,Bundesliga,Matchweek 9,Fri,Away,L,3,5,Wolfsburg,1.0,1.5,39.0,,Theodor Gebre Selassie,3-4-3,Christian Dingert,Match Report,,5.0,4.0,14.5,2021,Werder Bremen
10,2020-12-06,15:30,Bundesliga,Matchweek 10,Sun,Home,L,1,2,Stuttgart,0.7,2.2,54.0,,Theodor Gebre Selassie,4-2-3-1,Frank Willenborg,Match Report,,13.0,3.0,18.9,2021,Werder Bremen
11,2020-12-12,15:30,Bundesliga,Matchweek 11,Sat,Away,L,0,2,RB Leipzig,0.6,2.4,45.0,,Theodor Gebre Selassie,3-4-3,Sören Storks,Match Report,,10.0,2.0,20.5,2021,Werder Bremen
12,2020-12-15,20:30,Bundesliga,Matchweek 12,Tue,Home,L,1,2,Dortmund,0.3,2.9,46.0,,Theodor Gebre Selassie,3-5-2,Robert Schröder,Match Report,,6.0,3.0,21.2,2021,Werder Bremen
13,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Away,W,1,0,Mainz 05,1.0,0.5,56.0,,Theodor Gebre Selassie,4-3-1-2,Guido Winkmann,Match Report,,13.0,7.0,20.1,2021,Werder Bremen
15,2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Home,L,0,2,Union Berlin,0.8,1.0,57.0,,Theodor Gebre Selassie,4-2-3-1,Tobias Stieler,Match Report,,11.0,2.0,19.1,2021,Werder Bremen
16,2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Away,D,1,1,Leverkusen,0.3,0.7,27.0,,Theodor Gebre Selassie,3-5-2,Benjamin Cortus,Match Report,,2.0,1.0,16.9,2021,Werder Bremen
17,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Home,W,2,0,Augsburg,1.3,0.8,49.0,,Theodor Gebre Selassie,3-5-2,Sascha Stegemann,Match Report,,11.0,5.0,16.1,2021,Werder Bremen
18,2021-01-19,18:30,Bundesliga,Matchweek 17,Tue,Away,L,0,1,M'Gladbach,1.1,0.6,40.0,,Theodor Gebre Selassie,3-5-2,Martin Petersen,Match Report,,13.0,2.0,18.9,2021,Werder Bremen
19,2021-01-23,18:30,Bundesliga,Matchweek 18,Sat,Away,W,4,1,Hertha BSC,1.5,2.3,34.0,,Theodor Gebre Selassie,3-5-2,Daniel Schlager,Match Report,,6.0,4.0,22.2,2021,Werder Bremen
20,2021-01-30,15:30,Bundesliga,Matchweek 19,Sat,Home,D,1,1,Schalke 04,0.7,0.5,49.0,,Theodor Gebre Selassie,3-5-2,Sören Storks,Match Report,,15.0,5.0,19.5,2021,Werder Bremen
22,2021-02-13,15:30,Bundesliga,Matchweek 21,Sat,Home,D,0,0,Freiburg,0.7,0.9,47.0,,Theodor Gebre Selassie,3-5-2,Manuel Gräfe,Match Report,,12.0,4.0,20.1,2021,Werder Bremen
23,2021-02-21,18:00,Bundesliga,Matchweek 22,Sun,Away,L,0,4,Hoffenheim,0.1,2.3,49.0,,Theodor Gebre Selassie,3-5-2,Robert Schröder,Match Report,,2.0,1.0,14.6,2021,Werder Bremen
24,2021-02-26,20:30,Bundesliga,Matchweek 23,Fri,Home,W,2,1,Eint Frankfurt,1.0,1.2,32.0,,Theodor Gebre Selassie,3-4-3,Robert Hartmann,Match Report,,9.0,5.0,19.1,2021,Werder Bremen
25,2021-03-07,15:30,Bundesliga,Matchweek 24,Sun,Away,D,1,1,Köln,1.1,1.5,32.0,,Theodor Gebre Selassie,3-4-1-2,Matthias Jöllenbeck,Match Report,,12.0,5.0,15.3,2021,Werder Bremen
26,2021-03-10,18:30,Bundesliga,Matchweek 20,Wed,Away,W,2,0,Arminia,1.6,3.1,41.0,,Theodor Gebre Selassie,3-4-3,Markus Schmidt,Match Report,,5.0,2.0,12.4,2021,Werder Bremen
27,2021-03-13,15:30,Bundesliga,Matchweek 25,Sat,Home,L,1,3,Bayern Munich,1.0,3.9,43.0,,Niklas Moisander,3-4-3,Manuel Gräfe,Match Report,,8.0,4.0,16.6,2021,Werder Bremen
28,2021-03-20,15:30,Bundesliga,Matchweek 26,Sat,Home,L,1,2,Wolfsburg,0.6,0.9,51.0,,Theodor Gebre Selassie,3-1-4-2,Robert Schröder,Match Report,,10.0,4.0,17.1,2021,Werder Bremen
29,2021-04-04,15:30,Bundesliga,Matchweek 27,Sun,Away,L,0,1,Stuttgart,0.4,0.7,41.0,,Theodor Gebre Selassie,4-2-3-1,Felix Zwayer,Match Report,,10.0,2.0,23.3,2021,Werder Bremen
31,2021-04-10,15:30,Bundesliga,Matchweek 28,Sat,Home,L,1,4,RB Leipzig,1.7,1.5,37.0,,Niklas Moisander,3-4-3,Florian Badstübner,Match Report,,11.0,1.0,21.7,2021,Werder Bremen
32,2021-04-18,15:30,Bundesliga,Matchweek 29,Sun,Away,L,1,4,Dortmund,1.0,3.0,31.0,,Niklas Moisander,5-3-2,Bastian Dankert,Match Report,,10.0,3.0,17.2,2021,Werder Bremen
33,2021-04-21,20:30,Bundesliga,Matchweek 30,Wed,Home,L,0,1,Mainz 05,1.2,1.7,65.0,,Niklas Moisander,3-4-1-2,Marco Fritz,Match Report,,20.0,3.0,20.5,2021,Werder Bremen
34,2021-04-24,15:30,Bundesliga,Matchweek 31,Sat,Away,L,1,3,Union Berlin,0.4,1.6,45.0,,Niklas Moisander,3-5-2,Patrick Ittrich,Match Report,,9.0,6.0,20.0,2021,Werder Bremen
36,2021-05-08,15:30,Bundesliga,Matchweek 32,Sat,Home,D,0,0,Leverkusen,0.7,1.1,38.0,,Niklas Moisander,4-3-2-1,Markus Schmidt,Match Report,,12.0,1.0,17.4,2021,Werder Bremen
37,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Away,L,0,2,Augsburg,0.9,1.5,67.0,,Niklas Moisander,4-3-3,Robert Schröder,Match Report,,15.0,4.0,16.7,2021,Werder Bremen
38,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Home,L,2,4,M'Gladbach,1.9,1.8,46.0,100.0,Niklas Moisander,4-1-2-1-2◆,Felix Brych,Match Report,,16.0,8.0,17.7,2021,Werder Bremen
0,2020-09-18,20:30,Bundesliga,Matchweek 1,Fri,Away,L,0,8,Bayern Munich,0.2,3.9,37.0,,Benjamin Stambouli,4-4-2,Felix Zwayer,Match Report,,5.0,1.0,20.5,2021,Schalke 04
1,2020-09-26,18:30,Bundesliga,Matchweek 2,Sat,Home,L,1,3,Werder Bremen,1.6,2.4,65.0,,Omar Mascarell,4-2-3-1,Markus Schmidt,Match Report,,18.0,4.0,18.9,2021,Schalke 04
2,2020-10-03,18:30,Bundesliga,Matchweek 3,Sat,Away,L,0,4,RB Leipzig,0.2,3.9,33.0,8500.0,Omar Mascarell,3-5-2,Florian Badstübner,Match Report,,5.0,1.0,23.7,2021,Schalke 04
3,2020-10-18,18:00,Bundesliga,Matchweek 4,Sun,Home,D,1,1,Union Berlin,0.4,1.0,53.0,300.0,Omar Mascarell,4-3-3,Patrick Ittrich,Match Report,,8.0,4.0,18.7,2021,Schalke 04
4,2020-10-24,18:30,Bundesliga,Matchweek 5,Sat,Away,L,0,3,Dortmund,0.2,1.4,26.0,300.0,Omar Mascarell,3-5-2,Felix Zwayer,Match Report,,3.0,0.0,13.8,2021,Schalke 04
5,2020-10-30,20:30,Bundesliga,Matchweek 6,Fri,Home,D,1,1,Stuttgart,0.6,1.6,46.0,,Omar Mascarell,3-1-4-2,Benjamin Brand,Match Report,,9.0,2.0,17.4,2021,Schalke 04
7,2020-11-07,15:30,Bundesliga,Matchweek 7,Sat,Away,D,2,2,Mainz 05,1.9,3.7,67.0,,Omar Mascarell,3-1-4-2,Patrick Ittrich,Match Report,,21.0,3.0,15.4,2021,Schalke 04
8,2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Home,L,0,2,Wolfsburg,1.1,2.5,43.0,,Omar Mascarell,3-1-4-2,Marco Fritz,Match Report,,13.0,7.0,15.8,2021,Schalke 04
9,2020-11-28,18:30,Bundesliga,Matchweek 9,Sat,Away,L,1,4,M'Gladbach,0.9,3.0,44.0,,Omar Mascarell,4-2-3-1,Manuel Gräfe,Match Report,,13.0,2.0,20.4,2021,Schalke 04
10,2020-12-06,18:00,Bundesliga,Matchweek 10,Sun,Home,L,0,3,Leverkusen,1.4,2.5,37.0,,Omar Mascarell,4-2-3-1,Benjamin Cortus,Match Report,,14.0,3.0,21.8,2021,Schalke 04
11,2020-12-13,15:30,Bundesliga,Matchweek 11,Sun,Away,D,2,2,Augsburg,2.3,1.4,59.0,,Omar Mascarell,4-1-4-1,Manuel Gräfe,Match Report,,16.0,4.0,18.2,2021,Schalke 04
12,2020-12-16,18:30,Bundesliga,Matchweek 12,Wed,Home,L,0,2,Freiburg,0.5,1.2,54.0,,Omar Mascarell,4-2-3-1,Sven Jablonski,Match Report,,10.0,2.0,21.5,2021,Schalke 04
13,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Home,L,0,1,Arminia,0.4,1.0,46.0,,Omar Mascarell,4-2-3-1,Bastian Dankert,Match Report,,9.0,2.0,22.4,2021,Schalke 04
15,2021-01-02,18:30,Bundesliga,Matchweek 14,Sat,Away,L,0,3,Hertha BSC,0.8,2.1,38.0,,Omar Mascarell,4-2-3-1,Sven Jablonski,Match Report,,11.0,4.0,20.7,2021,Schalke 04
16,2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Home,W,4,0,Hoffenheim,2.0,1.9,40.0,,Sead Kolašinac,4-4-2,Felix Zwayer,Match Report,,12.0,5.0,14.2,2021,Schalke 04
17,2021-01-17,18:00,Bundesliga,Matchweek 16,Sun,Away,L,1,3,Eint Frankfurt,0.2,2.1,33.0,,Sead Kolašinac,4-4-2,Manuel Gräfe,Match Report,,4.0,1.0,21.5,2021,Schalke 04
18,2021-01-20,18:30,Bundesliga,Matchweek 17,Wed,Home,L,1,2,Köln,1.3,1.6,63.0,,Sead Kolašinac,4-2-3-1,Daniel Siebert,Match Report,,14.0,6.0,19.3,2021,Schalke 04
19,2021-01-24,15:30,Bundesliga,Matchweek 18,Sun,Home,L,0,4,Bayern Munich,0.9,3.5,40.0,,Benjamin Stambouli,4-2-3-1,Sascha Stegemann,Match Report,,13.0,3.0,18.2,2021,Schalke 04
20,2021-01-30,15:30,Bundesliga,Matchweek 19,Sat,Away,D,1,1,Werder Bremen,0.5,0.7,51.0,,Sead Kolašinac,4-2-3-1,Sören Storks,Match Report,,6.0,1.0,20.0,2021,Schalke 04
22,2021-02-06,15:30,Bundesliga,Matchweek 20,Sat,Home,L,0,3,RB Leipzig,0.2,2.2,37.0,,Sead Kolašinac,4-2-3-1,Martin Petersen,Match Report,,3.0,1.0,16.5,2021,Schalke 04
23,2021-02-13,18:30,Bundesliga,Matchweek 21,Sat,Away,D,0,0,Union Berlin,0.3,2.0,62.0,,Sead Kolašinac,4-2-3-1,Daniel Schlager,Match Report,,5.0,0.0,18.3,2021,Schalke 04
24,2021-02-20,18:30,Bundesliga,Matchweek 22,Sat,Home,L,0,4,Dortmund,0.9,1.6,38.0,,Sead Kolašinac,4-3-3,Daniel Siebert,Match Report,,13.0,2.0,17.9,2021,Schalke 04
25,2021-02-27,15:30,Bundesliga,Matchweek 23,Sat,Away,L,1,5,Stuttgart,1.5,2.2,51.0,,Sead Kolašinac,4-2-3-1,Guido Winkmann,Match Report,,9.0,4.0,20.7,2021,Schalke 04
26,2021-03-05,20:30,Bundesliga,Matchweek 24,Fri,Home,D,0,0,Mainz 05,0.2,0.9,49.0,,Sead Kolašinac,3-4-1-2,Felix Brych,Match Report,,2.0,2.0,17.9,2021,Schalke 04
27,2021-03-13,15:30,Bundesliga,Matchweek 25,Sat,Away,L,0,5,Wolfsburg,0.2,1.8,47.0,,Sead Kolašinac,3-5-2,Sören Storks,Match Report,,5.0,1.0,19.4,2021,Schalke 04
28,2021-03-20,18:30,Bundesliga,Matchweek 26,Sat,Home,L,0,3,M'Gladbach,0.2,2.4,30.0,,Sead Kolašinac,3-5-2,Tobias Stieler,Match Report,,4.0,1.0,18.9,2021,Schalke 04
29,2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Away,L,1,2,Leverkusen,1.0,1.0,36.0,,Sead Kolašinac,3-5-2,Sven Jablonski,Match Report,,6.0,2.0,13.7,2021,Schalke 04
30,2021-04-11,15:30,Bundesliga,Matchweek 28,Sun,Home,W,1,0,Augsburg,0.9,1.3,44.0,,Omar Mascarell,3-5-2,Harm Osmers,Match Report,,7.0,2.0,19.2,2021,Schalke 04
31,2021-04-17,15:30,Bundesliga,Matchweek 29,Sat,Away,L,0,4,Freiburg,0.7,2.0,42.0,,Sead Kolašinac,3-5-2,Tobias Reichel,Match Report,,4.0,2.0,15.7,2021,Schalke 04
32,2021-04-20,20:30,Bundesliga,Matchweek 30,Tue,Away,L,0,1,Arminia,0.3,2.2,56.0,,Sead Kolašinac,3-4-1-2,Christian Dingert,Match Report,,5.0,0.0,20.2,2021,Schalke 04
33,2021-05-08,15:30,Bundesliga,Matchweek 32,Sat,Away,L,2,4,Hoffenheim,1.0,1.7,38.0,,Sead Kolašinac,3-5-2,Guido Winkmann,Match Report,,6.0,3.0,16.7,2021,Schalke 04
34,2021-05-12,18:00,Bundesliga,Matchweek 31,Wed,Home,L,1,2,Hertha BSC,0.9,1.5,45.0,,Sead Kolašinac,3-1-4-2,Markus Schmidt,Match Report,,12.0,1.0,16.0,2021,Schalke 04
35,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Home,W,4,3,Eint Frankfurt,2.8,3.1,36.0,,Klaas-Jan Huntelaar,3-5-2,Sven Jablonski,Match Report,,10.0,5.0,15.4,2021,Schalke 04
36,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,L,0,1,Köln,0.4,2.0,35.0,,Ralf Fährmann,3-5-2,Daniel Siebert,Match Report,,6.0,0.0,17.7,2021,Schalke 04
2,2019-08-16,20:30,Bundesliga,Matchweek 1,Fri,Home,D,2,2,Hertha BSC,2.5,1.1,70.0,75000.0,Manuel Neuer,4-3-3,Harm Osmers,Match Report,,16.0,6.0,17.0,2020,Bayern Munich
3,2019-08-24,18:30,Bundesliga,Matchweek 2,Sat,Away,W,3,0,Schalke 04,1.5,0.8,66.0,62271.0,Manuel Neuer,4-3-3,Marco Fritz,Match Report,,9.0,5.0,17.4,2020,Bayern Munich
4,2019-08-31,15:30,Bundesliga,Matchweek 3,Sat,Home,W,6,1,Mainz 05,2.9,0.8,67.0,75000.0,Manuel Neuer,4-2-3-1,Markus Schmidt,Match Report,,18.0,9.0,15.6,2020,Bayern Munich
5,2019-09-14,18:30,Bundesliga,Matchweek 4,Sat,Away,D,1,1,RB Leipzig,1.4,1.5,68.0,42146.0,Manuel Neuer,4-2-3-1,Sascha Stegemann,Match Report,,14.0,7.0,16.8,2020,Bayern Munich
7,2019-09-21,15:30,Bundesliga,Matchweek 5,Sat,Home,W,4,0,Köln,2.7,1.2,60.0,75000.0,Manuel Neuer,4-2-3-1,Patrick Ittrich,Match Report,,24.0,4.0,18.1,2020,Bayern Munich
8,2019-09-28,15:30,Bundesliga,Matchweek 6,Sat,Away,W,3,2,Paderborn 07,3.1,0.3,64.0,15000.0,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,,18.0,6.0,16.1,2020,Bayern Munich
10,2019-10-05,15:30,Bundesliga,Matchweek 7,Sat,Home,L,1,2,Hoffenheim,2.1,0.8,64.0,75000.0,Manuel Neuer,4-2-3-1,Tobias Stieler,Match Report,,20.0,4.0,17.4,2020,Bayern Munich
11,2019-10-19,15:30,Bundesliga,Matchweek 8,Sat,Away,D,2,2,Augsburg,3.1,2.3,77.0,30660.0,Manuel Neuer,4-2-3-1,Daniel Siebert,Match Report,,24.0,8.0,17.0,2020,Bayern Munich
13,2019-10-26,15:30,Bundesliga,Matchweek 9,Sat,Home,W,2,1,Union Berlin,2.7,1.7,65.0,75000.0,Manuel Neuer,4-1-4-1,Marco Fritz,Match Report,,20.0,10.0,18.6,2020,Bayern Munich
15,2019-11-02,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,5,Eint Frankfurt,1.7,3.3,60.0,51500.0,Manuel Neuer,4-2-3-1,Markus Schmidt,Match Report,,8.0,3.0,15.4,2020,Bayern Munich
17,2019-11-09,18:30,Bundesliga,Matchweek 11,Sat,Home,W,4,0,Dortmund,3.7,0.7,60.0,75000.0,Manuel Neuer,4-1-4-1,Felix Zwayer,Match Report,,18.0,5.0,15.5,2020,Bayern Munich
18,2019-11-23,15:30,Bundesliga,Matchweek 12,Sat,Away,W,4,0,Düsseldorf,3.7,0.7,70.0,53000.0,Manuel Neuer,4-1-4-1,Frank Willenborg,Match Report,,17.0,5.0,12.9,2020,Bayern Munich
20,2019-11-30,18:30,Bundesliga,Matchweek 13,Sat,Home,L,1,2,Leverkusen,2.8,1.3,74.0,75000.0,Manuel Neuer,4-1-4-1,Guido Winkmann,Match Report,,23.0,11.0,17.1,2020,Bayern Munich
21,2019-12-07,15:30,Bundesliga,Matchweek 14,Sat,Away,L,1,2,M'Gladbach,1.5,1.2,62.0,54022.0,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,,16.0,5.0,15.6,2020,Bayern Munich
23,2019-12-14,15:30,Bundesliga,Matchweek 15,Sat,Home,W,6,1,Werder Bremen,5.5,0.6,73.0,75000.0,Manuel Neuer,4-2-3-1,Robert Schröder,Match Report,,28.0,14.0,16.7,2020,Bayern Munich
24,2019-12-18,20:30,Bundesliga,Matchweek 16,Wed,Away,W,3,1,Freiburg,4.3,2.1,64.0,24000.0,Manuel Neuer,4-3-3,Sascha Stegemann,Match Report,,22.0,9.0,15.8,2020,Bayern Munich
25,2019-12-21,15:30,Bundesliga,Matchweek 17,Sat,Home,W,2,0,Wolfsburg,1.5,0.9,69.0,75000.0,Manuel Neuer,4-3-3,Christian Dingert,Match Report,,18.0,8.0,19.4,2020,Bayern Munich
26,2020-01-19,15:30,Bundesliga,Matchweek 18,Sun,Away,W,4,0,Hertha BSC,3.3,1.0,67.0,74667.0,Manuel Neuer,4-2-3-1,Tobias Stieler,Match Report,,19.0,10.0,15.0,2020,Bayern Munich
27,2020-01-25,18:30,Bundesliga,Matchweek 19,Sat,Home,W,5,0,Schalke 04,3.7,0.4,75.0,75000.0,Manuel Neuer,4-2-3-1,Manuel Gräfe,Match Report,,24.0,14.0,15.3,2020,Bayern Munich
28,2020-02-01,15:30,Bundesliga,Matchweek 20,Sat,Away,W,3,1,Mainz 05,2.0,0.4,68.0,33305.0,Manuel Neuer,4-2-3-1,Bastian Dankert,Match Report,,13.0,5.0,14.5,2020,Bayern Munich
30,2020-02-09,18:00,Bundesliga,Matchweek 21,Sun,Home,D,0,0,RB Leipzig,1.3,1.5,69.0,75000.0,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,,11.0,2.0,12.3,2020,Bayern Munich
31,2020-02-16,15:30,Bundesliga,Matchweek 22,Sun,Away,W,4,1,Köln,2.6,2.5,61.0,50000.0,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,,24.0,8.0,18.2,2020,Bayern Munich
32,2020-02-21,20:30,Bundesliga,Matchweek 23,Fri,Home,W,3,2,Paderborn 07,3.1,1.7,71.0,75000.0,Manuel Neuer,3-4-3,Markus Schmidt,Match Report,,18.0,9.0,13.7,2020,Bayern Munich
34,2020-02-29,15:30,Bundesliga,Matchweek 24,Sat,Away,W,6,0,Hoffenheim,4.2,0.3,66.0,30150.0,Manuel Neuer,4-2-3-1,Christian Dingert,Match Report,,25.0,11.0,13.8,2020,Bayern Munich
36,2020-03-08,15:30,Bundesliga,Matchweek 25,Sun,Home,W,2,0,Augsburg,3.5,0.7,73.0,75000.0,Manuel Neuer,4-2-3-1,Bibiana Steinhaus,Match Report,,18.0,6.0,13.6,2020,Bayern Munich
37,2020-05-17,18:00,Bundesliga,Matchweek 26,Sun,Away,W,2,0,Union Berlin,1.5,0.6,67.0,,Manuel Neuer,4-2-3-1,Bastian Dankert,Match Report,,12.0,2.0,20.6,2020,Bayern Munich
38,2020-05-23,18:30,Bundesliga,Matchweek 27,Sat,Home,W,5,2,Eint Frankfurt,3.0,1.2,65.0,,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,,23.0,10.0,17.5,2020,Bayern Munich
39,2020-05-26,18:30,Bundesliga,Matchweek 28,Tue,Away,W,1,0,Dortmund,0.7,0.7,49.0,,Manuel Neuer,4-2-3-1,Tobias Stieler,Match Report,,11.0,4.0,20.6,2020,Bayern Munich
40,2020-05-30,18:30,Bundesliga,Matchweek 29,Sat,Home,W,5,0,Düsseldorf,2.5,0.7,69.0,,Manuel Neuer,4-2-3-1,Robert Hartmann,Match Report,,21.0,8.0,18.4,2020,Bayern Munich
41,2020-06-06,15:30,Bundesliga,Matchweek 30,Sat,Away,W,4,2,Leverkusen,2.8,0.8,52.0,,Manuel Neuer,4-2-3-1,Manuel Gräfe,Match Report,,16.0,10.0,15.7,2020,Bayern Munich
43,2020-06-13,18:30,Bundesliga,Matchweek 31,Sat,Home,W,2,1,M'Gladbach,1.6,1.1,49.0,,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,,10.0,5.0,15.5,2020,Bayern Munich
44,2020-06-16,20:30,Bundesliga,Matchweek 32,Tue,Away,W,1,0,Werder Bremen,1.5,0.4,59.0,,Manuel Neuer,4-2-3-1,Harm Osmers,Match Report,,13.0,3.0,15.6,2020,Bayern Munich
45,2020-06-20,15:30,Bundesliga,Matchweek 33,Sat,Home,W,3,1,Freiburg,2.1,1.7,61.0,,Thomas Müller,4-2-3-1,Sören Storks,Match Report,,23.0,9.0,19.3,2020,Bayern Munich
46,2020-06-27,15:30,Bundesliga,Matchweek 34,Sat,Away,W,4,0,Wolfsburg,3.3,0.9,60.0,,Manuel Neuer,4-2-3-1,Patrick Ittrich,Match Report,,15.0,8.0,16.7,2020,Bayern Munich
2,2019-08-17,15:30,Bundesliga,Matchweek 1,Sat,Home,W,5,1,Augsburg,3.2,0.9,78.0,81365.0,Marco Reus,4-2-3-1,Frank Willenborg,Match Report,,22.0,9.0,16.5,2020,Dortmund
3,2019-08-23,20:30,Bundesliga,Matchweek 2,Fri,Away,W,3,1,Köln,2.2,0.9,73.0,50000.0,Marco Reus,4-2-3-1,Christian Dingert,Match Report,,14.0,6.0,18.3,2020,Dortmund
4,2019-08-31,18:30,Bundesliga,Matchweek 3,Sat,Away,L,1,3,Union Berlin,1.7,1.4,73.0,22012.0,Marco Reus,4-2-3-1,Felix Brych,Match Report,,13.0,2.0,20.6,2020,Dortmund
5,2019-09-14,15:30,Bundesliga,Matchweek 4,Sat,Home,W,4,0,Leverkusen,2.9,0.9,33.0,81365.0,Marco Reus,4-2-3-1,Daniel Siebert,Match Report,,9.0,7.0,10.4,2020,Dortmund
7,2019-09-22,18:00,Bundesliga,Matchweek 5,Sun,Away,D,2,2,Eint Frankfurt,1.9,1.3,62.0,51500.0,Marco Reus,4-2-3-1,Markus Schmidt,Match Report,,16.0,7.0,14.7,2020,Dortmund
8,2019-09-28,18:30,Bundesliga,Matchweek 6,Sat,Home,D,2,2,Werder Bremen,1.5,0.8,65.0,81365.0,Marco Reus,4-2-3-1,Deniz Aytekin,Match Report,,18.0,7.0,16.7,2020,Dortmund
10,2019-10-05,15:30,Bundesliga,Matchweek 7,Sat,Away,D,2,2,Freiburg,0.8,0.3,65.0,24000.0,Marco Reus,4-2-3-1,Sven Jablonski,Match Report,,8.0,4.0,16.4,2020,Dortmund
11,2019-10-19,18:30,Bundesliga,Matchweek 8,Sat,Home,W,1,0,M'Gladbach,1.5,2.6,54.0,81365.0,Marco Reus,4-4-2,Sascha Stegemann,Match Report,,16.0,7.0,14.5,2020,Dortmund
13,2019-10-26,15:30,Bundesliga,Matchweek 9,Sat,Away,D,0,0,Schalke 04,0.3,1.1,56.0,61873.0,Marco Reus,4-2-3-1,Felix Brych,Match Report,,8.0,3.0,20.8,2020,Dortmund
15,2019-11-02,15:30,Bundesliga,Matchweek 10,Sat,Home,W,3,0,Wolfsburg,2.2,1.5,64.0,80200.0,Marco Reus,4-2-3-1,Tobias Welz,Match Report,,16.0,7.0,19.7,2020,Dortmund
17,2019-11-09,18:30,Bundesliga,Matchweek 11,Sat,Away,L,0,4,Bayern Munich,0.7,3.7,40.0,75000.0,Mats Hummels,4-2-3-1,Felix Zwayer,Match Report,,2.0,0.0,6.0,2020,Dortmund
18,2019-11-22,20:30,Bundesliga,Matchweek 12,Fri,Home,D,3,3,Paderborn 07,1.8,2.1,67.0,81365.0,Marco Reus,4-2-3-1,Christian Dingert,Match Report,,17.0,7.0,14.3,2020,Dortmund
20,2019-11-30,15:30,Bundesliga,Matchweek 13,Sat,Away,W,2,1,Hertha BSC,1.2,1.0,51.0,74667.0,Marco Reus,3-4-3,Sven Jablonski,Match Report,,7.0,5.0,15.2,2020,Dortmund
21,2019-12-07,15:30,Bundesliga,Matchweek 14,Sat,Home,W,5,0,Düsseldorf,3.7,0.1,73.0,81365.0,Marco Reus,3-4-3,Daniel Siebert,Match Report,,23.0,10.0,18.2,2020,Dortmund
23,2019-12-14,15:30,Bundesliga,Matchweek 15,Sat,Away,W,4,0,Mainz 05,1.4,0.3,62.0,33305.0,Marco Reus,3-4-3,Benjamin Cortus,Match Report,,18.0,7.0,16.6,2020,Dortmund
24,2019-12-17,20:30,Bundesliga,Matchweek 16,Tue,Home,D,3,3,RB Leipzig,1.8,2.2,56.0,80200.0,Marco Reus,3-4-3,Tobias Stieler,Match Report,,14.0,6.0,13.2,2020,Dortmund
25,2019-12-20,20:30,Bundesliga,Matchweek 17,Fri,Away,L,1,2,Hoffenheim,2.2,1.3,51.0,30150.0,Mats Hummels,3-4-3,Felix Zwayer,Match Report,,12.0,5.0,13.6,2020,Dortmund
26,2020-01-18,15:30,Bundesliga,Matchweek 18,Sat,Away,W,5,3,Augsburg,3.7,1.8,70.0,30660.0,Marco Reus,3-4-3,Manuel Gräfe,Match Report,,17.0,8.0,16.8,2020,Dortmund
27,2020-01-24,20:30,Bundesliga,Matchweek 19,Fri,Home,W,5,1,Köln,2.8,1.1,59.0,81365.0,Marco Reus,3-4-3,Harm Osmers,Match Report,,14.0,9.0,13.2,2020,Dortmund
28,2020-02-01,15:30,Bundesliga,Matchweek 20,Sat,Home,W,5,0,Union Berlin,2.9,0.4,66.0,81365.0,Marco Reus,3-4-3,Benjamin Cortus,Match Report,,12.0,6.0,17.3,2020,Dortmund
30,2020-02-08,18:30,Bundesliga,Matchweek 21,Sat,Away,L,3,4,Leverkusen,0.9,1.3,49.0,30210.0,Mats Hummels,4-2-3-1,Markus Schmidt,Match Report,,12.0,6.0,15.6,2020,Dortmund
